Site,SubCatch,Slope,Elevation,LC,SAR,Area,CV,HV
12,18,7.242105007171630859e+00,3.696502685546875000e+01,7.796182922301524059e+02,1.004951953887939453e+00,1.209375000000000000e+06,5.400000000000000000e+01,4.700000000000000000e+01
12,19,3.324924707412719727e+00,3.440098953247070312e+01,6.520774838447922548e+02,1.001514077186584473e+00,3.476250000000000000e+06,1.000000000000000000e+00,8.600000000000000000e+01
12,20,4.024444103240966797e+00,2.612588882446289062e+01,8.020014179911142946e+02,1.001827239990234375e+00,2.733750000000000000e+06,1.030000000000000000e+02,7.000000000000000000e+01
12,21,3.350412607192993164e+00,3.083206176757812500e+01,7.104065758841072693e+02,1.001228928565979004e+00,4.365000000000000000e+06,9.800000000000000000e+01,1.380000000000000000e+02
12,22,6.546841621398925781e+00,4.411780548095703125e+01,5.847461767049580885e+02,1.003780126571655273e+00,3.127500000000000000e+06,0.000000000000000000e+00,1.000000000000000000e+02
12,23,2.741791009902954102e+00,2.372254180908203125e+01,6.846544903924479968e+02,1.000781416893005371e+00,6.266250000000000000e+06,8.800000000000000000e+01,2.060000000000000000e+02
12,24,4.129115104675292969e+00,5.191630935668945312e+01,7.446309102409333036e+02,1.002034068107604980e+00,3.656250000000000000e+06,0.000000000000000000e+00,1.550000000000000000e+02
12,25,4.835119724273681641e+00,4.771080398559570312e+01,7.120562135754187238e+02,1.002313852310180664e+00,9.168750000000000000e+06,0.000000000000000000e+00,3.580000000000000000e+02
12,26,3.261512279510498047e+00,4.044289398193359375e+01,7.725605893000363267e+02,1.001188397407531738e+00,2.255625000000000000e+06,0.000000000000000000e+00,7.600000000000000000e+01
12,27,2.437094211578369141e+00,3.728313446044921875e+01,6.727222645620095136e+02,1.000502705574035645e+00,6.035625000000000000e+06,0.000000000000000000e+00,3.050000000000000000e+02
12,28,4.422922611236572266e+00,5.236644744873046875e+01,5.163501101665907527e+02,1.001731991767883301e+00,6.823125000000000000e+06,0.000000000000000000e+00,3.310000000000000000e+02
12,29,1.762566447257995605e+00,1.094175624847412109e+01,5.531279189928434334e+02,1.000558257102966309e+00,6.980625000000000000e+06,6.700000000000000000e+02,5.760000000000000000e+02
13,1,2.149019956588745117e+00,3.681842422485351562e+01,6.519754055903719063e+02,1.000762462615966797e+00,6.030000000000000000e+06,7.000000000000000000e+01,3.340000000000000000e+02
13,2,2.370000123977661133e+00,7.883695602416992188e+00,3.123598953321906038e+02,1.000574231147766113e+00,2.587500000000000000e+05,2.700000000000000000e+01,2.700000000000000000e+01
14,1,4.977313041687011719e+00,3.164465904235839844e+01,5.188123200629615894e+02,1.005485177040100098e+00,3.515625000000000000e+06,1.800000000000000000e+01,6.400000000000000000e+01
14,2,3.239349126815795898e+00,5.400964355468750000e+01,5.890537334935211220e+02,1.001142978668212891e+00,4.629375000000000000e+06,0.000000000000000000e+00,8.600000000000000000e+01
14,3,4.383224010467529297e+00,4.540641403198242188e+01,5.673366089605566458e+02,1.003157377243041992e+00,3.121875000000000000e+06,0.000000000000000000e+00,2.900000000000000000e+01
14,4,2.027231216430664062e+00,5.799792098999023438e+01,7.707183793589839524e+02,1.000299215316772461e+00,2.981250000000000000e+06,0.000000000000000000e+00,8.900000000000000000e+01
14,5,2.955617427825927734e+00,3.548054122924804688e+01,6.049496468171823835e+02,1.001304149627685547e+00,2.598750000000000000e+06,7.000000000000000000e+00,6.400000000000000000e+01
14,6,2.570912599563598633e+00,4.696091461181640625e+01,5.303314572654035146e+02,1.000532150268554688e+00,2.086875000000000000e+06,0.000000000000000000e+00,7.700000000000000000e+01
14,7,4.438617229461669922e+00,3.646882247924804688e+01,5.125885954979287362e+02,1.003308534622192383e+00,2.823750000000000000e+06,1.600000000000000000e+01,3.400000000000000000e+01
14,8,2.284841775894165039e+00,5.250268936157226562e+01,7.586258461510225288e+02,1.000698447227478027e+00,2.092500000000000000e+06,0.000000000000000000e+00,5.200000000000000000e+01
14,9,2.044774293899536133e+00,5.731870651245117188e+01,5.697392090292277089e+02,1.000440597534179688e+00,3.999375000000000000e+06,0.000000000000000000e+00,1.750000000000000000e+02
14,10,2.954478502273559570e+00,4.830631637573242188e+01,5.209585431557969741e+02,1.001673460006713867e+00,5.793750000000000000e+06,0.000000000000000000e+00,2.020000000000000000e+02
14,11,6.824831485748291016e+00,2.051984786987304688e+01,2.737241234744020630e+02,1.004806876182556152e+00,7.481250000000000000e+05,1.200000000000000000e+01,1.300000000000000000e+01
14,12,2.928817033767700195e+00,4.396081542968750000e+01,5.038764572819913496e+02,1.001260161399841309e+00,2.497500000000000000e+06,4.000000000000000000e+00,8.500000000000000000e+01
14,13,4.703671455383300781e+00,3.699296569824218750e+01,6.073784203438165150e+02,1.003151774406433105e+00,8.572500000000000000e+06,7.100000000000000000e+01,1.810000000000000000e+02
14,14,4.552131175994873047e+00,3.841414642333984375e+01,5.318279486924221828e+02,1.003384828567504883e+00,5.191875000000000000e+06,7.000000000000000000e+00,1.120000000000000000e+02
14,15,1.645516872406005859e+00,5.560628509521484375e+01,1.047511575862748714e+03,1.000228285789489746e+00,2.058750000000000000e+06,0.000000000000000000e+00,6.800000000000000000e+01
14,16,2.466202497482299805e+00,5.805834579467773438e+01,5.025344317548372715e+02,1.000532150268554688e+00,3.470625000000000000e+06,0.000000000000000000e+00,2.360000000000000000e+02
14,17,2.778656482696533203e+00,5.896525192260742188e+01,5.519999254523186210e+02,1.000783324241638184e+00,2.379375000000000000e+06,0.000000000000000000e+00,7.200000000000000000e+01
14,18,6.314027309417724609e+00,4.389921569824218750e+01,6.503363579519322002e+02,1.007485985755920410e+00,3.926250000000000000e+06,0.000000000000000000e+00,3.000000000000000000e+01
14,19,1.632232785224914551e+00,5.766533279418945312e+01,8.423885518965309984e+02,1.000208854675292969e+00,1.265625000000000000e+06,0.000000000000000000e+00,6.200000000000000000e+01
14,20,1.877848744392395020e+00,6.019729614257812500e+01,7.188943240150608744e+02,1.000255823135375977e+00,1.248750000000000000e+06,0.000000000000000000e+00,5.700000000000000000e+01
14,21,2.398427724838256836e+00,6.510668945312500000e+01,9.019200099633136460e+02,1.000448822975158691e+00,2.441250000000000000e+06,0.000000000000000000e+00,1.300000000000000000e+02
14,22,5.674561500549316406e+00,4.409606170654296875e+01,4.589213808220696933e+02,1.005586385726928711e+00,7.391250000000000000e+06,2.100000000000000000e+01,1.440000000000000000e+02
14,23,2.099325418472290039e+00,8.129000091552734375e+01,7.553459537642435180e+02,1.000338077545166016e+00,5.737500000000000000e+06,0.000000000000000000e+00,2.020000000000000000e+02
14,24,2.287236690521240234e+00,9.540724182128906250e+01,5.711716343317914379e+02,1.000381827354431152e+00,3.420000000000000000e+06,0.000000000000000000e+00,1.320000000000000000e+02
14,25,5.717704772949218750e+00,4.202803802490234375e+01,7.290651892315612486e+02,1.005076766014099121e+00,2.868750000000000000e+06,2.000000000000000000e+00,8.000000000000000000e+00
14,26,5.503109455108642578e+00,5.098332977294921875e+01,6.343167715771958228e+02,1.006238937377929688e+00,5.872500000000000000e+06,0.000000000000000000e+00,4.900000000000000000e+01
14,27,4.811027526855468750e+00,7.059700012207031250e+01,5.410281960304972699e+02,1.003141999244689941e+00,5.259375000000000000e+06,0.000000000000000000e+00,4.900000000000000000e+01
14,28,5.230192661285400391e+00,5.087570953369140625e+01,5.872735727798416292e+02,1.003121495246887207e+00,2.986875000000000000e+06,9.000000000000000000e+00,1.600000000000000000e+01
14,29,2.445208787918090820e+00,4.596533584594726562e+01,5.629936580348313555e+02,1.000732898712158203e+00,1.603125000000000000e+06,0.000000000000000000e+00,3.900000000000000000e+01
14,30,3.858763933181762695e+00,3.211041641235351562e+01,2.762903361759793484e+02,1.002046823501586914e+00,1.350000000000000000e+06,0.000000000000000000e+00,6.000000000000000000e+01
14,31,5.693666934967041016e+00,5.694828414916992188e+01,5.717222816500774343e+02,1.005356669425964355e+00,5.731875000000000000e+06,1.000000000000000000e+01,9.600000000000000000e+01
14,32,3.458707094192504883e+00,4.995352554321289062e+01,6.665559715734759720e+02,1.001524090766906738e+00,6.705000000000000000e+06,0.000000000000000000e+00,1.170000000000000000e+02
14,33,2.240829229354858398e+00,4.422196578979492188e+01,6.315803522480388210e+02,1.000440835952758789e+00,1.715625000000000000e+06,0.000000000000000000e+00,7.200000000000000000e+01
14,34,2.850265026092529297e+00,5.449692535400390625e+01,7.855281888818769858e+02,1.000719189643859863e+00,3.110625000000000000e+06,0.000000000000000000e+00,5.700000000000000000e+01
14,35,5.534554004669189453e+00,4.182057952880859375e+01,5.438749026524992587e+02,1.006503939628601074e+00,6.716250000000000000e+06,7.000000000000000000e+00,5.200000000000000000e+01
15,1,7.661248207092285156e+00,6.578055572509765625e+01,6.712328570563109906e+02,1.006870269775390625e+00,3.616875000000000000e+06,0.000000000000000000e+00,1.000000000000000000e+01
15,2,,,,,,,
15,3,6.287486553192138672e+00,2.902535438537597656e+01,7.453405784360412554e+02,1.005575299263000488e+00,2.857500000000000000e+06,1.680000000000000000e+02,1.560000000000000000e+02
16,1,7.467971801757812500e+00,7.827751159667968750e+01,6.045790297632261172e+02,1.005785584449768066e+00,7.554375000000000000e+06,0.000000000000000000e+00,7.200000000000000000e+01
16,2,3.982785940170288086e+00,4.960961914062500000e+01,8.149137893184534960e+02,1.001742005348205566e+00,4.854375000000000000e+06,0.000000000000000000e+00,2.870000000000000000e+02
16,3,1.999406337738037109e+00,2.923042869567871094e+01,8.093066395281171026e+02,1.000632047653198242e+00,4.443750000000000000e+06,1.700000000000000000e+01,3.080000000000000000e+02
16,4,4.469892024993896484e+00,1.075887756347656250e+02,8.415099025792151224e+02,1.002111315727233887e+00,4.860000000000000000e+06,0.000000000000000000e+00,4.900000000000000000e+01
16,5,6.033987998962402344e+00,1.004271621704101562e+02,4.722763344695898127e+02,1.003065943717956543e+00,1.822500000000000000e+06,0.000000000000000000e+00,7.000000000000000000e+00
16,6,5.904570579528808594e+00,9.706677246093750000e+01,6.617538755805675237e+02,1.003471374511718750e+00,1.693125000000000000e+06,0.000000000000000000e+00,1.600000000000000000e+01
16,7,3.645781993865966797e+00,2.942866325378417969e+01,7.473367879284763831e+02,1.001948356628417969e+00,3.622500000000000000e+06,8.900000000000000000e+01,1.960000000000000000e+02
16,8,7.394503593444824219e+00,7.030850982666015625e+01,7.982590301766736047e+02,1.004546761512756348e+00,2.908125000000000000e+06,0.000000000000000000e+00,2.400000000000000000e+01
16,9,2.286860942840576172e+00,1.422592258453369141e+01,9.572695098558676818e+02,1.001268029212951660e+00,2.621250000000000000e+06,2.870000000000000000e+02,1.370000000000000000e+02
16,10,5.694510459899902344e+00,9.055169677734375000e+01,5.916222630070946025e+02,1.004152178764343262e+00,3.144375000000000000e+06,0.000000000000000000e+00,1.700000000000000000e+01
16,11,7.414867877960205078e+00,7.504178619384765625e+01,5.122064273900493845e+02,1.004857659339904785e+00,3.903750000000000000e+06,0.000000000000000000e+00,3.100000000000000000e+01
16,12,4.457004547119140625e+00,2.372718620300292969e+01,9.776636991649843367e+02,1.004729986190795898e+00,2.458125000000000000e+06,2.750000000000000000e+02,1.070000000000000000e+02
16,13,6.341687202453613281e+00,7.329680633544921875e+01,4.923922664685397876e+02,1.003327846527099609e+00,3.341250000000000000e+06,0.000000000000000000e+00,1.500000000000000000e+01
16,14,5.945264339447021484e+00,5.685025787353515625e+01,3.665877126165144091e+02,1.003001928329467773e+00,1.085625000000000000e+06,0.000000000000000000e+00,1.700000000000000000e+01
16,15,6.111705780029296875e+00,9.507707977294921875e+01,4.407535301931852700e+02,1.003450512886047363e+00,4.612500000000000000e+06,0.000000000000000000e+00,2.600000000000000000e+01
16,16,6.806862354278564453e+00,7.829714965820312500e+01,7.817853686461671714e+02,1.004340887069702148e+00,4.145625000000000000e+06,0.000000000000000000e+00,2.100000000000000000e+01
16,17,2.228775978088378906e+00,9.863971710205078125e+00,6.863761836581323905e+02,1.001356959342956543e+00,1.940625000000000000e+06,2.850000000000000000e+02,1.640000000000000000e+02
16,18,4.952206134796142578e+00,7.135400390625000000e+01,7.107456041678243537e+02,1.002518415451049805e+00,3.020625000000000000e+06,0.000000000000000000e+00,2.200000000000000000e+01
16,19,5.221967220306396484e+00,6.939900207519531250e+01,7.839074154479449135e+02,1.002886056900024414e+00,4.663125000000000000e+06,8.400000000000000000e+01,8.900000000000000000e+01
16,20,5.103541851043701172e+00,7.019815826416015625e+01,5.475011483758829627e+02,1.002336978912353516e+00,1.828125000000000000e+06,0.000000000000000000e+00,1.300000000000000000e+01
16,21,4.235980033874511719e+00,8.223464202880859375e+01,7.927436670217050505e+02,1.001690626144409180e+00,4.156875000000000000e+06,0.000000000000000000e+00,1.700000000000000000e+01
16,22,5.610434532165527344e+00,8.793651580810546875e+01,6.130319855492739407e+02,1.002812504768371582e+00,3.943125000000000000e+06,0.000000000000000000e+00,2.600000000000000000e+01
16,23,7.614051699638366699e-01,3.527996778488159180e+00,9.062975058430023410e+02,1.000158429145812988e+00,7.132500000000000000e+06,1.192000000000000000e+03,3.620000000000000000e+02
16,24,4.951848387718200684e-01,-1.291176557540893555e+00,2.400436878383705164e+02,1.000031232833862305e+00,3.825000000000000000e+05,6.800000000000000000e+01,6.700000000000000000e+01
18,1,4.654483795166015625e+00,2.612775993347167969e+01,6.884269408245171462e+02,1.002802252769470215e+00,5.422500000000000000e+06,1.060000000000000000e+02,1.010000000000000000e+02
18,2,3.433490514755249023e+00,3.754072189331054688e+01,7.095140058377028254e+02,1.001614689826965332e+00,2.806875000000000000e+06,1.300000000000000000e+01,3.400000000000000000e+01
18,3,4.906087875366210938e+00,2.738827896118164062e+01,5.936818193625776985e+02,1.002799153327941895e+00,3.892500000000000000e+06,5.600000000000000000e+01,6.500000000000000000e+01
18,4,5.055970668792724609e+00,7.960869789123535156e+00,1.230258328087756041e+02,1.003398060798645020e+00,1.293750000000000000e+05,8.000000000000000000e+00,8.000000000000000000e+00
19,1,2.512550354003906250e-01,2.352936029434204102e+00,6.663962293909548862e+02,1.000042796134948730e+00,1.935000000000000000e+06,3.440000000000000000e+02,1.320000000000000000e+02
19,2,1.260203719139099121e+00,6.413347721099853516e+00,7.763870578873207933e+02,1.000295162200927734e+00,2.655000000000000000e+06,3.530000000000000000e+02,1.650000000000000000e+02
19,3,4.124987423419952393e-01,1.913961648941040039e+00,6.687811253019616515e+02,1.000072836875915527e+00,5.580000000000000000e+06,9.900000000000000000e+02,4.660000000000000000e+02
20,1,2.296564817428588867e+00,2.504837417602539062e+01,5.301460953097690663e+02,1.000786542892456055e+00,3.695625000000000000e+06,6.600000000000000000e+01,2.220000000000000000e+02
20,2,2.913933753967285156e+00,1.510899448394775391e+01,7.773268802049066153e+02,1.001165866851806641e+00,2.238750000000000000e+06,1.750000000000000000e+02,1.370000000000000000e+02
20,3,2.939079284667968750e+00,2.205544281005859375e+01,6.462756616713928679e+02,1.000972390174865723e+00,3.864375000000000000e+06,1.370000000000000000e+02,1.460000000000000000e+02
20,4,1.484735965728759766e+00,4.400340270996093750e+01,7.874948500874993442e+02,1.000243425369262695e+00,3.836250000000000000e+06,0.000000000000000000e+00,2.070000000000000000e+02
20,5,2.739493608474731445e+00,2.929060363769531250e+01,8.558642358195214683e+02,1.000753283500671387e+00,1.400625000000000000e+06,1.200000000000000000e+01,1.700000000000000000e+01
20,6,3.417186021804809570e+00,2.849350738525390625e+01,4.648643823857839266e+02,1.001337528228759766e+00,3.352500000000000000e+06,2.300000000000000000e+01,1.070000000000000000e+02
20,7,3.668357372283935547e+00,3.039246940612792969e+01,5.236409679535025816e+02,1.001320838928222656e+00,3.622500000000000000e+06,0.000000000000000000e+00,7.200000000000000000e+01
20,8,3.171786546707153320e+00,3.252369308471679688e+01,4.184618171356991070e+02,1.001172542572021484e+00,2.283750000000000000e+06,0.000000000000000000e+00,8.700000000000000000e+01
20,9,2.212104558944702148e+00,3.801456069946289062e+01,7.669388506546586086e+02,1.000492334365844727e+00,1.726875000000000000e+06,0.000000000000000000e+00,5.200000000000000000e+01
20,10,2.585322380065917969e+00,3.221524429321289062e+01,6.851954336959614693e+02,1.000615239143371582e+00,3.774375000000000000e+06,0.000000000000000000e+00,1.330000000000000000e+02
20,11,2.171010017395019531e+00,3.641293716430664062e+01,6.666375286862602252e+02,1.000408887863159180e+00,4.095000000000000000e+06,0.000000000000000000e+00,1.960000000000000000e+02
20,12,1.624745965003967285e+00,8.982474327087402344e+00,7.723855747060316617e+02,1.000820398330688477e+00,2.818125000000000000e+06,3.410000000000000000e+02,1.600000000000000000e+02
21,1,5.073152065277099609e+00,9.598140716552734375e+01,7.105810440910529451e+02,1.002434849739074707e+00,6.564375000000000000e+06,0.000000000000000000e+00,5.500000000000000000e+01
21,2,4.376331329345703125e+00,8.758626556396484375e+01,6.219113886331580261e+02,1.001597762107849121e+00,3.279375000000000000e+06,0.000000000000000000e+00,5.000000000000000000e+01
21,3,5.618615627288818359e+00,7.465586090087890625e+01,5.434233137678878620e+02,1.002761006355285645e+00,6.525000000000000000e+06,0.000000000000000000e+00,1.020000000000000000e+02
21,4,4.621567249298095703e+00,5.463779830932617188e+01,2.604498587643190035e+02,1.002368450164794922e+00,1.890000000000000000e+06,0.000000000000000000e+00,9.100000000000000000e+01
21,5,5.199411392211914062e+00,6.460537719726562500e+01,5.997650646305353348e+02,1.002037763595581055e+00,3.448125000000000000e+06,0.000000000000000000e+00,4.000000000000000000e+01
21,6,4.790937900543212891e+00,4.465625000000000000e+01,3.312421083845572412e+02,1.001920223236083984e+00,8.100000000000000000e+05,0.000000000000000000e+00,1.600000000000000000e+01
21,7,5.174568176269531250e+00,5.706721878051757812e+01,6.188875034449667965e+02,1.002151846885681152e+00,3.054375000000000000e+06,0.000000000000000000e+00,3.100000000000000000e+01
21,8,5.465491294860839844e+00,6.181417465209960938e+01,4.842656030107456786e+02,1.002693772315979004e+00,2.182500000000000000e+06,0.000000000000000000e+00,4.300000000000000000e+01
21,9,5.601446628570556641e+00,5.213176345825195312e+01,5.718676193514787656e+02,1.002693653106689453e+00,6.198750000000000000e+06,0.000000000000000000e+00,8.200000000000000000e+01
21,10,4.112272739410400391e+00,5.113333892822265625e+01,5.588435323079338559e+02,1.001608967781066895e+00,4.522500000000000000e+06,0.000000000000000000e+00,1.060000000000000000e+02
21,11,3.792956590652465820e+00,6.261112594604492188e+01,6.656975572548296896e+02,1.001360654830932617e+00,4.741875000000000000e+06,0.000000000000000000e+00,1.820000000000000000e+02
21,12,3.826596975326538086e+00,2.858235359191894531e+01,1.565527119451701594e+02,1.001717567443847656e+00,9.562500000000000000e+04,0.000000000000000000e+00,8.000000000000000000e+00
22,1,1.211904048919677734e+00,3.164136123657226562e+01,5.638118534978103753e+02,1.000200748443603516e+00,3.971250000000000000e+06,0.000000000000000000e+00,3.140000000000000000e+02
22,2,7.687433958053588867e-01,3.262791442871093750e+01,6.922096010992189576e+02,1.000132679939270020e+00,1.833750000000000000e+06,0.000000000000000000e+00,1.210000000000000000e+02
22,3,4.216710627079010010e-01,3.346578216552734375e+01,8.450329264749336744e+02,1.000081062316894531e+00,2.120625000000000000e+06,0.000000000000000000e+00,8.500000000000000000e+01
22,4,1.198448061943054199e+00,3.681373596191406250e+01,7.133218251457512906e+02,1.000161647796630859e+00,5.242500000000000000e+06,0.000000000000000000e+00,2.790000000000000000e+02
22,5,3.469226121902465820e+00,3.839345550537109375e+01,7.185129472929853591e+02,1.003541111946105957e+00,1.546875000000000000e+06,0.000000000000000000e+00,6.300000000000000000e+01
22,6,1.983533740043640137e+00,4.400244522094726562e+01,9.644606808102604418e+02,1.000460982322692871e+00,3.217500000000000000e+06,0.000000000000000000e+00,1.340000000000000000e+02
22,7,2.908639430999755859e+00,5.140657424926757812e+01,5.795269903090613752e+02,1.000726342201232910e+00,5.473125000000000000e+06,0.000000000000000000e+00,2.250000000000000000e+02
22,8,3.771525621414184570e+00,5.685160446166992188e+01,5.653332046482123587e+02,1.001390814781188965e+00,5.788125000000000000e+06,0.000000000000000000e+00,1.050000000000000000e+02
22,9,3.574852228164672852e+00,7.578896331787109375e+01,6.389306490522905051e+02,1.001208662986755371e+00,4.995000000000000000e+06,0.000000000000000000e+00,1.080000000000000000e+02
22,10,4.022931098937988281e+00,6.570368194580078125e+01,4.740591052129914260e+02,1.001563191413879395e+00,1.833750000000000000e+06,0.000000000000000000e+00,2.500000000000000000e+01
22,11,3.719336748123168945e+00,7.699282836914062500e+01,6.595839538773062714e+02,1.001203179359436035e+00,2.745000000000000000e+06,0.000000000000000000e+00,4.500000000000000000e+01
22,12,4.908460617065429688e+00,9.060573577880859375e+01,5.686097299656154291e+02,1.002066850662231445e+00,2.446875000000000000e+06,0.000000000000000000e+00,1.000000000000000000e+01
22,13,6.845386028289794922e+00,1.196861190795898438e+02,5.414628949892197625e+02,1.004461407661437988e+00,3.853125000000000000e+06,0.000000000000000000e+00,2.100000000000000000e+01
22,14,4.587066650390625000e+00,1.003898010253906250e+02,9.837361559357822216e+02,1.001727581024169922e+00,3.476250000000000000e+06,0.000000000000000000e+00,1.700000000000000000e+01
22,15,2.383105754852294922e+00,2.629763793945312500e+01,5.928166934488170909e+02,1.000796556472778320e+00,2.045250000000000000e+07,1.540000000000000000e+02,9.010000000000000000e+02
24,1,6.244935989379882812e+00,3.919271469116210938e+01,1.034290922028613068e+03,1.007724881172180176e+00,5.698125000000000000e+06,3.800000000000000000e+02,2.380000000000000000e+02
24,2,1.138091659545898438e+01,6.171902847290039062e+01,7.298380713515909974e+02,1.015746235847473145e+00,5.203125000000000000e+06,5.800000000000000000e+01,6.500000000000000000e+01
24,3,2.252094030380249023e+00,2.434846639633178711e+00,3.043247216230320760e+02,1.001508235931396484e+00,9.168750000000000000e+05,1.060000000000000000e+02,8.500000000000000000e+01
25,1,3.243864297866821289e+00,3.602591323852539062e+01,6.876175385464348437e+02,1.000967860221862793e+00,1.856250000000000000e+06,5.000000000000000000e+00,2.300000000000000000e+01
25,2,2.955213069915771484e+00,1.865013694763183594e+01,6.151021254234257185e+02,1.000823855400085449e+00,1.636875000000000000e+06,3.000000000000000000e+01,7.500000000000000000e+01
25,3,3.856994628906250000e+00,2.942225074768066406e+01,7.887527370193430443e+02,1.001599431037902832e+00,3.825000000000000000e+06,2.000000000000000000e+01,4.000000000000000000e+01
25,4,4.550577163696289062e+00,3.783649444580078125e+01,5.759932454737648868e+02,1.002489089965820312e+00,1.845000000000000000e+06,0.000000000000000000e+00,3.100000000000000000e+01
25,5,3.787787914276123047e+00,4.721162796020507812e+01,7.145842687903739261e+02,1.001884460449218750e+00,3.870000000000000000e+06,0.000000000000000000e+00,3.900000000000000000e+01
25,6,2.886796236038208008e+00,5.638565444946289062e+01,6.210130892841641526e+02,1.001279234886169434e+00,1.541250000000000000e+06,0.000000000000000000e+00,2.500000000000000000e+01
25,7,3.472519874572753906e+00,4.881665420532226562e+01,5.391384636166703785e+02,1.001259446144104004e+00,2.655000000000000000e+06,0.000000000000000000e+00,5.100000000000000000e+01
25,8,4.517715930938720703e+00,5.766113662719726562e+01,5.784245351399350739e+02,1.003507137298583984e+00,2.430000000000000000e+06,0.000000000000000000e+00,3.800000000000000000e+01
25,9,3.159272432327270508e+00,6.632954406738281250e+01,6.357523073994320839e+02,1.002132058143615723e+00,1.485000000000000000e+06,0.000000000000000000e+00,1.400000000000000000e+01
25,10,4.528031826019287109e+00,6.194112396240234375e+01,4.854585214532700093e+02,1.003467917442321777e+00,2.503125000000000000e+06,0.000000000000000000e+00,5.600000000000000000e+01
25,11,4.780125617980957031e+00,6.539212036132812500e+01,5.781428456678785324e+02,1.004312992095947266e+00,1.642500000000000000e+06,0.000000000000000000e+00,2.000000000000000000e+01
25,12,3.185887575149536133e+00,6.899507141113281250e+01,5.300632266100128618e+02,1.001219868659973145e+00,2.120625000000000000e+06,0.000000000000000000e+00,5.200000000000000000e+01
25,13,2.922665357589721680e+00,7.708672332763671875e+01,5.760803968645270743e+02,1.000748038291931152e+00,1.822500000000000000e+06,0.000000000000000000e+00,3.800000000000000000e+01
25,14,3.828776836395263672e+00,6.409751129150390625e+01,2.947045614138853580e+02,1.002005934715270996e+00,1.130625000000000000e+06,0.000000000000000000e+00,4.900000000000000000e+01
25,15,2.132085323333740234e+00,8.227341461181640625e+01,5.175889020656128423e+02,1.000416517257690430e+00,6.750000000000000000e+06,0.000000000000000000e+00,4.750000000000000000e+02
25,16,3.916139125823974609e+00,7.362310028076171875e+01,6.648930491848055908e+02,1.002124071121215820e+00,2.435625000000000000e+06,0.000000000000000000e+00,2.100000000000000000e+01
25,17,2.183070421218872070e+00,6.641144561767578125e+01,6.191370096616980163e+02,1.000415444374084473e+00,2.458125000000000000e+06,0.000000000000000000e+00,1.000000000000000000e+02
25,18,2.341097831726074219e+00,8.552463531494140625e+01,4.178041899687708565e+02,1.000428557395935059e+00,5.799375000000000000e+06,0.000000000000000000e+00,4.380000000000000000e+02
25,19,1.836467623710632324e+00,7.161361694335937500e+01,6.067297926938920227e+02,1.000309109687805176e+00,4.089375000000000000e+06,0.000000000000000000e+00,2.390000000000000000e+02
25,20,2.320732355117797852e+00,9.092783355712890625e+01,5.439152469738703530e+02,1.000504136085510254e+00,7.458750000000000000e+06,0.000000000000000000e+00,3.770000000000000000e+02
25,21,4.399138927459716797e+00,1.954510879516601562e+01,5.098371186327318014e+02,1.002375960350036621e+00,1.288125000000000000e+06,3.000000000000000000e+01,3.000000000000000000e+01
27,1,7.161429524421691895e-01,3.168227195739746094e+01,7.950488838985653501e+02,1.000107169151306152e+00,6.980625000000000000e+06,0.000000000000000000e+00,4.130000000000000000e+02
27,2,9.692260026931762695e-01,2.883806800842285156e+01,6.840418156353508721e+02,1.000127792358398438e+00,2.098125000000000000e+06,0.000000000000000000e+00,1.350000000000000000e+02
27,3,8.780691027641296387e-01,2.885957527160644531e+01,7.420824181114376188e+02,1.000091075897216797e+00,1.996875000000000000e+06,0.000000000000000000e+00,1.770000000000000000e+02
27,4,1.370059013366699219e+00,1.656351661682128906e+01,6.145175426243397396e+02,1.000255584716796875e+00,3.487500000000000000e+06,9.300000000000000000e+01,2.970000000000000000e+02
27,5,1.847807049751281738e+00,4.288457870483398438e+01,7.190823611125124444e+02,1.000387430191040039e+00,5.726250000000000000e+06,0.000000000000000000e+00,3.400000000000000000e+02
27,6,1.355219841003417969e+00,1.264132690429687500e+01,5.581424095306621211e+02,1.000393271446228027e+00,5.512500000000000000e+06,4.170000000000000000e+02,4.130000000000000000e+02
27,7,1.598243951797485352e+00,3.284940719604492188e+01,7.993878512003478818e+02,1.000300526618957520e+00,7.695000000000000000e+06,5.500000000000000000e+01,5.420000000000000000e+02
27,8,1.142723083496093750e+00,8.519275665283203125e+00,8.245578616672780754e+02,1.000428557395935059e+00,3.110625000000000000e+06,4.120000000000000000e+02,1.930000000000000000e+02
27,9,1.384194254875183105e+00,1.886720085144042969e+01,7.749381579243126907e+02,1.000175476074218750e+00,3.256875000000000000e+06,1.570000000000000000e+02,2.180000000000000000e+02
27,10,2.334397077560424805e+00,4.875261688232421875e+01,6.298150579617553149e+02,1.000845670700073242e+00,1.263375000000000000e+07,0.000000000000000000e+00,7.230000000000000000e+02
27,11,2.194351196289062500e+00,4.093168640136718750e+01,4.582711121323973771e+02,1.000625133514404297e+00,1.067625000000000000e+07,2.260000000000000000e+02,7.670000000000000000e+02
27,12,2.784489631652832031e+00,8.639763641357421875e+01,6.401487043340885066e+02,1.000802874565124512e+00,5.956875000000000000e+06,0.000000000000000000e+00,1.730000000000000000e+02
27,13,8.352855443954467773e-01,8.003690719604492188e+00,8.222136854909576869e+02,1.000179052352905273e+00,4.983750000000000000e+06,6.330000000000000000e+02,3.290000000000000000e+02
